imu_ax, imu_ay, odom_x, odom_y, kf_ax, kf_ay, kf_vx, kf_w, kf_x, kf_y, stamp, 
0.003937482833862305, -0.0011371374130249023, 2.070343718685308e-08, -2.4022819289371e-08, 0.002623533462473664, -5.962638867810193e-12, 4.3652803036167465e-05, -1.365923480989295e-07, -4.3652803036167465e-06, 0.0, 1731624613448072191, 
0.004267990589141846, -0.004852473735809326, 2.070343718685308e-08, -2.4022819289371e-08, 0.003647375673786273, -3.3980006256467445e-11, 0.000132362191704549, -2.567198821572522e-07, -1.3236152889377053e-05, 1.5432199426888992e-14, 1731624613478065006, 
-0.043778955936431885, 0.014735937118530273, 2.070343718685308e-08, -2.4022819289371e-08, -0.025700439275285508, -3.5852838138721877e-10, -0.0003147541488986572, 1.1390743621386093e-06, 3.1475102870146665e-05, 2.891180969168538e-14, 1731624613507938983, 
-0.0027095675468444824, 0.0005000829696655273, 0.00036450993502512574, -3.9859125536167994e-05, -0.011383627510373634, -0.00010670344831811788, 0.003947297626816517, -0.02703202504751938, 0.0003809389363932591, 1.6520747910421245e-08, 1731624613538004808, 
0.011282384395599365, -0.006487011909484863, 0.002698372583836317, -0.0002014532219618559, 0.0030813204508558355, -0.007269495048663395, 0.030337770864260673, -0.23961862857983424, 0.0024306581434318454, -4.301269242014067e-06, 1731624613567884788, 
1.1810541152954102, -0.4625585079193115, 0.00555058941245079, -0.0006353816133923829, 0.7321791023824809, -0.057034712260097535, 0.1294030554997189, -0.4407524384941701, 0.0095357379949433, -0.00012642850121946826, 1731624613630222522, 
1.2514675855636597, 0.22227966785430908, 0.01270654983818531, -0.0012235931353643537, 1.0506537398839024, -0.04105084954016315, 0.07449378850678964, -0.551064060011146, 0.013862148634606233, -0.000546698361697342, 1731624613717692193, 
0.06793802976608276, -0.442874014377594, 0.016885239630937576, -0.0017514352221041918, 0.44483789613340785, -0.17053501475921579, 0.2364649991406666, -0.7211850184126791, 0.025826361089880838, -0.001707371917464879, 1731624613807565540, 
0.6486465930938721, -0.8731903433799744, 0.0240323469042778, -0.002704627113416791, 0.5733575230091693, -0.41158105637154807, 0.42932207352782575, -0.9586766713146235, 0.056226771089717215, -0.006871173483762779, 1731624613927354387, 
0.6576205492019653, -0.4847179651260376, 0.03540971502661705, -0.004802121315151453, 0.6230629947208535, -0.38960464439463294, 0.35621767627912965, -1.0937263093293033, 0.09097714438342618, -0.01648865438090498, 1731624614017284959, 
-0.18141794204711914, -0.7871925830841064, 0.08026992529630661, -0.021598955616354942, 0.12699125628738167, -0.6362771260982386, 0.4401290424530424, -1.4456603966690595, 0.12334715030215965, -0.02921590158210464, 1731624614137125632, 
