e, e_dot, e_int, stamp, 
1.4142358188069202, 8.447716586997463e-05, 0.14261956733345404, 1731624613570613469, 
1.4144829642059165, 0.000929203917681883, 0.1385886725254003, 1731624613617604345, 
1.4159303026158776, 0.005648279363191418, 0.13712043160570594, 1731624613667526379, 
1.420883374971613, 0.021334702552321765, 0.1301723139430014, 1731624613709462659, 
1.423665465827448, 0.02578387737190102, 0.15699875726618023, 1731624613778076450, 
1.4314006756987512, 0.03505766909046063, 0.14531188860403552, 1731624613811413270, 
1.4497999372410417, 0.0871149047119794, 0.11295792378167083, 1731624613856795222, 
1.4688518293308206, 0.1248371787735647, 0.15554176129133349, 1731624613918682157, 
1.447331567292148, -0.008227899829645521, 0.23289409740908007, 1731624614016823843, 
1.4846988199069295, 0.05282330192036314, 0.27854628944833704, 1731624614108562010, 
1.501209903548768, 0.17959445418873324, 0.2848427848205078, 1731624614209578645, 
1.514418576224223, 0.09906585439097837, 0.3150447645669617, 1731624614318576578, 
1.5214703370626403, 0.06753477837957433, 0.31433324134948104, 1731624614417420652, 
1.52276543497993, 0.02782286251902318, 0.2885152142179291, 1731624614508445249, 
1.5186026738688942, -0.009558877312486983, 0.3174447545108406, 1731624614626135967, 
1.5080823927826998, -0.048943473990767185, 0.31865897974949403, 1731624614718575448, 
1.4981081214760883, -0.06831517464268651, 0.2945337505980396, 1731624614821415887, 
1.487159820154487, -0.06974190876070911, 0.2844946820788096, 1731624614908519250, 
1.4768639078618477, -0.07081404538080187, 0.27850133713991937, 1731624615008659124, 
1.47169555451087, -0.051547552145390085, 0.31039900837702955, 1731624615118450710, 
1.4582560154131763, -0.06202630816223816, 0.31106062455595784, 1731624615220417905, 
1.443206332142403, -0.09496407456155727, 0.2784059360783751, 1731624615309438053, 
1.4264045249318436, -0.10617163493777577, 0.2721971952092177, 1731624615409100138, 
1.4086136828072808, -0.11530883111707357, 0.29946172514531183, 1731624615519428241, 
1.3911768080314697, -0.11742572300124617, 0.2949153989469634, 1731624615618448309, 
1.3736764752435868, -0.11645735854564669, 0.2631145680102754, 1731624615708562050, 
1.355929565452204, -0.11749080859755197, 0.2622416920367157, 1731624615809364721, 
1.3336301510534023, -0.133487747300615, 0.28428173187427813, 1731624615918455139, 
1.3114497139680488, -0.14826617161385114, 0.2801497454192284, 1731624616019424020, 
1.2931190303062159, -0.1350370691572881, 0.25069383781403165, 1731624616109426071, 
1.2691402064112047, -0.1410316918561468, 0.24518125858320505, 1731624616209305032, 
1.2451145523360316, -0.16001492656728086, 0.2652618893951678, 1731624616318437771, 
1.2213476618464891, -0.15930848188238533, 0.26161768568289273, 1731624616419405832, 
1.1949740358712662, -0.16713505488255156, 0.23190204322997787, 1731624616508446850, 
1.1728016898342228, -0.1618199067075543, 0.2263235467413562, 1731624616608580337, 
1.1565067047102764, -0.12822443720329924, 0.2467176382410258, 1731624616718462060, 
1.1429874881723154, -0.099380672206358, 0.24298490115416968, 1731624616818514838, 
1.1294828317392693, -0.09007957657002352, 0.2171869242095698, 1731624616908478140, 
1.1147284931023143, -0.09419665023333727, 0.21460506978197713, 1731624617008587888, 
1.0971321784847166, -0.10783551084850924, 0.23385020235095266, 1731624617118438776, 
1.0766654473899246, -0.1268768190412987, 0.23108230454441023, 1731624617219395675, 
1.0553752748593577, -0.13918967875119628, 0.20558581477484905, 1731624617309434261, 
1.0318842992274975, -0.14927049387475724, 0.22094796642443215, 1731624617428896183, 
1.0064856807262288, -0.16296531377709625, 0.21555920965650324, 1731624617518461694, 
0.9836572000942292, -0.16075699711089428, 0.191907540178987, 1731624617619404933, 
0.9634742739842451, -0.14337135580661223, 0.1881237972061817, 1731624617709539739, 
0.9437568217739427, -0.13300126106762158, 0.18281102414720588, 1731624617809115851, 
0.9248737293017247, -0.12866848227506797, 0.19722996640209728, 1731624617918462055, 
0.9073547051126647, -0.12134038887092673, 0.19457362109000287, 1731624618019391054, 
0.8902541583260312, -0.11539856991897857, 0.17332179498666736, 1731624618109451480, 
0.8748839144142593, -0.10823596899468473, 0.16846400482437854, 1731624618208499896, 
0.859763732120515, -0.10163475401838706, 0.18288111733721277, 1731624618318466290, 
0.8440826378117048, -0.10267092200851498, 0.1812805133101982, 1731624618419394980, 
0.827348173506021, -0.10805186204831359, 0.1602994729907998, 1731624618508455013, 
0.8102692029070764, -0.11271144968209468, 0.1565936602742758, 1731624618608693033, 
0.7935070202452498, -0.11280384420257066, 0.17017338279328084, 1731624618718448442, 
0.7774982533865771, -0.10923649840166434, 0.1672478016118155, 1731624618819396759, 
0.7626058519998183, -0.10300389415143811, 0.14786315491450006, 1731624618908535582, 
0.7469793737330318, -0.10172959884515091, 0.14438591514904162, 1731624619008789822, 
0.7314143887233497, -0.10397154425489534, 0.1583143712164383, 1731624619120469181, 
0.7172637200114245, -0.09905217907202446, 0.1541422172355894, 1731624619219399471, 
0.7035872228173065, -0.09275721968681094, 0.13490045696201003, 1731624619308504255, 
0.6898696793582301, -0.09131346884398132, 0.1330948673921414, 1731624619408569273, 
