imu_ax, imu_ay, odom_x, odom_y, kf_ax, kf_ay, kf_vx, kf_w, kf_x, kf_y, stamp, 
-0.014421343803405762, -0.012843966484069824, -1.2422101747233683e-07, 1.4413662086099066e-07, -0.009608899806925569, 3.089904211437517e-11, -0.0001598818603481792, -1.9326171241118573e-07, 1.5988186034817922e-05, 0.0, 1731623978377977649, 
4.3392181396484375e-05, -0.00918048620223999, -1.2422101747233683e-07, 1.4413662086099066e-07, -0.0035675689339939804, -2.2856817105992497e-10, -0.0003139196373530312, 7.28110458419265e-07, 3.139214115894989e-05, -3.8160071725707937e-13, 1731623978408260642, 
-0.012500345706939697, 0.007218301296234131, -1.2422101747233683e-07, 1.4413662086099066e-07, -0.009087130978234985, 4.4081499565327713e-10, -0.0003496251693823481, -1.2608216863563514e-06, 3.496321993392288e-05, 8.625152842463559e-13, 1731623978436096618, 
0.005572676658630371, 0.018093526363372803, -1.0351750745485333e-07, 1.20113853085968e-07, -1.646414749674821e-05, 4.88208657835108e-10, -0.00032435958867756717, -1.5051463711172005e-06, 3.2475694639051646e-05, 1.5063526943115218e-12, 1731623978466009915, 
0.01821058988571167, 0.017877042293548584, 0.00012684936518780887, -7.991142047103494e-05, 0.01127390168557076, 4.530017662019237e-05, 0.0017041568398227607, 0.026582164013086832, 9.395313858867461e-05, -3.199486067235978e-08, 1731623978496001330, 
-0.008357226848602295, 0.5225753784179688, 0.0005786257097497582, 0.00035112170735374093, -0.0006579491570608467, 0.00539381430402052, 0.014056848925705455, 0.38371432548847906, 0.0009883336433049498, 2.244506938570972e-06, 1731623978555888776, 
0.7255502343177795, -0.24488770961761475, 0.0016541022341698408, 0.0010134411277249455, 0.4470367213282008, -0.02348472711277269, -0.030162405537638694, 0.778609222114823, -0.001555856118507894, -5.562329465887608e-06, 1731623978645792336, 
0.029712796211242676, -0.18668204545974731, 0.0032042935490608215, 0.0012941760942339897, 0.18825260294112428, -0.048717638846589445, -0.04808327239031623, 1.0131930799369009, -0.007539871465287418, -0.0004854812614287144, 1731623978765584383, 
0.04585075378417969, -0.3951021432876587, 0.004972677677869797, 0.0019211971666663885, 0.09828386556707548, -0.14840444291895513, -0.1405474345161247, 1.0559028944916744, -0.017393854837682163, -0.0020773816551483398, 1731623978857580913, 
0.00045096874237060547, -0.3449428081512451, 0.013807225041091442, 0.004250150639563799, 0.037640277271222496, -0.1512015252816141, -0.1430146367374529, 1.05724510952813, -0.031236697952748655, -0.00612941088850351, 1731623978975361709, 
-0.28267061710357666, 0.05518287420272827, 0.01943718083202839, 0.007246001157909632, -0.15734494508366442, 0.005922996072070059, 0.005707187294475058, 1.0378135089072542, -0.039249530817956825, -0.00971339921829047, 1731623979065856622, 
0.3282960057258606, -0.09534430503845215, 0.02453930675983429, 0.010804479010403156, 0.1425274167878039, -0.01003820868718644, -0.009600063594686323, 1.0456398114636065, -0.039147022091471154, -0.009600489433249522, 1731623979155137685, 
0.38023871183395386, -0.07779347896575928, 0.03053237497806549, 0.016093699261546135, 0.2892771321685753, 0.003078428006400659, 0.003045962091476234, 1.0106586733351925, -0.04022726921834463, -0.010294980121008069, 1731623979244894417, 
0.46066176891326904, 0.4389081597328186, 0.03608281537890434, 0.02185540273785591, 0.3984055154267743, 0.21184395006306284, 0.20348461969944814, 1.0410808953323432, -0.03537371973518033, -0.0064548613495141755, 1731623979364846120, 
0.4261947274208069, 0.7768527865409851, 0.044184599071741104, 0.03289348632097244, 0.4181547230913482, 0.4698511484425424, 0.3782961150629094, 1.2420194914357174, -0.017863040946594994, 0.011648462726035869, 1731623979454687290, 
-0.15821802616119385, -0.5500088334083557, 0.0502079539000988, 0.04414526745676994, 0.05255222892576705, -0.11428934482575641, -0.08634690243114895, 1.3236067723088054, -0.00630180571773266, 0.02819079060024627, 1731623979577861969, 
-0.03316718339920044, -0.14318609237670898, 0.05561050772666931, 0.05448366701602936, 0.0001271973214746966, -0.050147767149676455, -0.04638918806795201, 1.0810227390964202, -0.009003125749992295, 0.02302708536262005, 1731623979664352500, 
0.7970631718635559, 0.6370363235473633, 0.05943279713392258, 0.06398195028305054, 0.49852057425166374, 0.2894918584199036, 0.2707427451615936, 1.0692506580263843, -0.007194499698573369, 0.026569628058791067, 1731623979754284735, 
-0.24940967559814453, -0.26477688550949097, 0.06382381916046143, 0.08481724560260773, 0.031100216797362135, 0.03988932686491023, 0.03318260795815969, 1.2021154851724467, -0.0022296339470941015, 0.044234750630574055, 1731623979874131311, 
-0.9211283326148987, 0.0026532411575317383, 0.06481631845235825, 0.10132903605699539, -0.5564121670825604, 0.07239950490835832, 0.05941694605038293, 1.2184992619271742, -0.0012647400197439954, 0.04900311668380341, 1731623979962996822, 
0.21486586332321167, 0.2803511619567871, 0.06395391374826431, 0.11533164978027344, -0.07718792341580927, 0.1627632010942042, 0.1576931293240484, 1.0321515071194838, -0.00043834794249803194, 0.059574242972580446, 1731623980056381924, 
0.1959460973739624, 0.6212871670722961, 0.06160205230116844, 0.13295280933380127, 0.09502985360093949, 0.3393873432081702, 0.33109304175466525, 1.025051270813631, -0.0013780880388212912, 0.0807116672115313, 1731623980173769559, 
0.07620656490325928, 0.13309115171432495, 0.057291749864816666, 0.14956976473331451, 0.08074444266869743, 0.20205647513511762, 0.20308693456713897, 0.9949260180906385, -0.00592372763118515, 0.10886509786039664, 1731623980265652784, 
-0.2499711513519287, -0.03190046548843384, 0.05228397995233536, 0.16518041491508484, -0.1253949069166127, 0.10713804344514304, 0.11133203942357472, 0.9623289396282846, -0.010362020095908416, 0.12550638345871626, 1731623980352445990, 
0.27384138107299805, 0.032130658626556396, 0.044355861842632294, 0.18252360820770264, 0.12140660914597146, 0.11277140199183439, 0.11281908465519966, 0.9995773528609011, -0.014262001735079508, 0.1358722339351948, 1731623980443334096, 
-0.20494085550308228, -0.5022687315940857, 0.035613249987363815, 0.19821444153785706, -0.08395282385570588, -0.07350381886494452, -0.07659529310125615, 0.9596388484051517, -0.016307834706919364, 0.13958147566991327, 1731623980563186793, 
-0.016459763050079346, 0.37513279914855957, 0.021053705364465714, 0.2185956984758377, -0.03694127400931533, 0.19177493199898982, 0.19372221941748125, 0.9899480430053564, -0.017273528325169787, 0.1418335013764417, 1731623980653143790, 
-0.1059257984161377, 0.7025632858276367, 0.0078226737678051, 0.23353949189186096, -0.07574592579280984, 0.3923502664215121, 0.38912110058850935, 1.0082986140513042, -0.0332839926192718, 0.1633851519611544, 1731623980746143359, 
0.08010536432266235, 0.4858953356742859, -0.008244265802204609, 0.24863344430923462, 0.020050031994172726, 0.36729898768008257, 0.3583767600706051, 1.024896222644905, -0.05910718837781811, 0.19107270050232486, 1731623980862776384, 
